,accuracy,f1_score_weighted,f1_score_macro,recall_weighted,recall_score_macro,activities_train,activities_test,n_outputs,n_features,n_timesteps,n_epochs,batch_size,kfold_iteration,model_name,validation,sensors,dataset
4,0.48742020277882087,0.45805915776932477,0.23346855742701292,0.48742020277882087,0.24223952138568094,[  11.   93.  268.  201. 1700.   62. 2270.  648.  104.  470. 1458. 1440. 1086.  714. 1395.  811.  451.   30. 3555.  178.  276.  235.],[   2.    6.   35.   60.  486.    0. 1184.  253.   22.  237.  228.  467.  172.  361.  199.  180.  168.   21.  847.  289.   70.   39.],22,70,600,convlstm,5,5,128,"[32, 64]",False,1,64,4,kfold,"LF,LW,ST,RW,RF",22labels
0,0.4480562266637382,0.40579539011337923,0.1904120805987035,0.4480562266637382,0.20669755851255983,[   8.   92.  243.  250. 1748.   62. 2444.  709.  109.  595. 1504. 1542. 1101.  854. 1306.  872.  535.   42. 3644.   77.  289.  203.],[   5.    7.   60.   11.  438.    0. 1010.  192.   17.  112.  182.  365.  157.  221.  288.  119.   84.    9.  758.  390.   57.   71.],22,70,600,convlstm,5,5,128,"[32, 64]",False,1,64,0,lro,"LF,LW,ST,RW,RF",22labels
1,0.4043728976453628,0.36644467829638266,0.1823249376160749,0.4043728976453628,0.21375241491491984,[   9.   50.  218.  185. 1785.   62. 3203.  705.   96.  601. 1154. 1552. 1047.  963. 1177.  918.  493.   43. 3414.  466.  257.  222.],[  4.  49.  85.  76. 401.   0. 251. 196.  30. 106. 532. 355. 211. 112. 417.  73. 126.   8. 988.   1.  89.  52.],22,70,600,convlstm,5,5,128,"[32, 64]",False,1,64,1,lro,"LF,LW,ST,RW,RF",22labels
2,0.43241626794258375,0.4092072783725217,0.2057592910672976,0.43241626794258375,0.21835930594100578,[  11.   62.  209.  244. 1831.   62. 2684.  674.  120.  558. 1347. 1409.  963.  840. 1280.  514.  530.   30. 3436.  447.  293.  222.],[  2.  37.  94.  17. 355.   0. 770. 227.   6. 149. 339. 498. 295. 235. 314. 477.  89.  21. 966.  20.  53.  52.],22,70,600,convlstm,5,5,128,"[32, 64]",False,1,64,2,lro,"LF,LW,ST,RW,RF",22labels
3,0.40010741138560685,0.345284852165619,0.15430273464009248,0.40010741138560685,0.17711112244102767,[  11.   96.  286.  150. 1884.    0. 2862.  758.  107.  530. 1458. 1523. 1134.  755. 1269.  916.  514.   47. 3777.  467.  288.  226.],[  2.   3.  17. 111. 302.  62. 592. 143.  19. 177. 228. 384. 124. 320. 325.  75. 105.   4. 625.   0.  58.  48.],22,70,600,convlstm,5,5,128,"[32, 64]",False,1,64,3,lro,"LF,LW,ST,RW,RF",22labels
4,0.3887741693260747,0.3494040166557972,0.18643401923923225,0.3887741693260747,0.20381735279909385,[  13.   96.  256.  215. 1496.   62. 2623.  758.   72.  544. 1281. 1602.  787.  888. 1344.  744.  404.   42. 3337.  411.  257.  223.],[   0.    3.   47.   46.  690.    0.  831.  143.   54.  163.  405.  305.  471.  187.  250.  247.  215.    9. 1065.   56.   89.   51.],22,70,600,convlstm,5,5,128,"[32, 64]",False,1,64,4,lro,"LF,LW,ST,RW,RF",22labels
0,0.4557823129251701,0.4107658480240994,0.1998350191869271,0.4557823129251701,0.20744008854679438,[  10.   85.  263.  232. 1449.   62. 2922.  698.  105.  654. 1250. 1485. 1073.  829. 1203.  927.  488.   48. 3461.  453.  297.  231.],[  3.  14.  40.  29. 737.   0. 532. 203.  21.  53. 436. 422. 185. 246. 391.  64. 131.   3. 941.  14.  49.  43.],22,70,600,convlstm,5,5,128,"[32, 64]",False,1,64,0,lwo,"LF,LW,ST,RW,RF",22labels
1,0.48847926267281105,0.4309669449807352,0.21949409546222287,0.48847926267281105,0.23520621152422896,[  11.   99.  287.  250. 1831.   62. 2689.  746.   77.  558. 1355. 1477.  910.  874. 1307.  817.  490.   42. 3421.  459.  273.  190.],[  2.   0.  16.  11. 355.   0. 765. 155.  49. 149. 331. 430. 348. 201. 287. 174. 129.   9. 981.   8.  73.  84.],22,70,600,convlstm,5,5,128,"[32, 64]",False,1,64,1,lwo,"LF,LW,ST,RW,RF",22labels
2,0.4122036874451273,0.3505525738050025,0.17880097822399957,0.4122036874451273,0.21611340235620605,[   6.   22.  168.  211. 1827.   62. 2617.  732.  110.  610. 1497. 1548. 1093.  954. 1191.  787.  526.   38. 3591.   93.  299.  244.],[  7.  77. 135.  50. 359.   0. 837. 169.  16.  97. 189. 359. 165. 121. 403. 204.  93.  13. 811. 374.  47.  30.],22,70,600,convlstm,5,5,128,"[32, 64]",False,1,64,2,lwo,"LF,LW,ST,RW,RF",22labels
3,0.3189201053555751,0.29628643945123373,0.158782231798084,0.3189201053555751,0.17414465783058392,[  12.   93.  230.  125. 1783.    0. 3049.  726.  106.  474. 1274. 1597.  907.  818. 1263.  825.  452.   44. 3543.  411.  265.  229.],[  1.   6.  73. 136. 403.  62. 405. 175.  20. 233. 412. 310. 351. 257. 331. 166. 167.   7. 859.  56.  81.  45.],22,70,600,convlstm,5,5,128,"[32, 64]",False,1,64,3,lwo,"LF,LW,ST,RW,RF",22labels
4,0.458955223880597,0.4237003751498941,0.1983752486551464,0.458955223880597,0.20487073184150156,[  13.   97.  264.  226. 1854.   62. 2539.  702.  106.  532. 1368. 1521. 1049.  825. 1412.  608.  520.   32. 3592.  452.  250.  202.],[  0.   2.  39.  35. 332.   0. 915. 199.  20. 175. 318. 386. 209. 250. 182. 383.  99.  19. 810.  15.  96.  72.],22,70,600,convlstm,5,5,128,"[32, 64]",False,1,64,4,lwo,"LF,LW,ST,RW,RF",22labels
0,0.36670448099829833,0.3660977229659743,0.20845534655477194,0.36670448099829833,0.23054016339300323,[3490.  296.  571. 1560.  946.  848.   47.  606. 1234.   62.  467.   53.  216. 1043.  231. 3183. 1893.    8.  778. 1385.  231.  108.],[912.  50.  48. 347. 129. 143.   4. 101. 360.   0.   0.  46.  87. 215.  43. 271. 293.   5. 123. 301.  30.  18.],22,70,600,1,64,0,resnet,kfold,"LF,LW,ST,RW,RF",22labels
1,0.3317391304347826,0.31725157294184536,0.16887695434879965,0.3317391304347826,0.19030415815784094,[3500.  259.  478. 1372.  851.  842.   37.  520. 1294.   62.  451.   95.  263. 1062.  234. 2776. 1741.   13.  639. 1371.  221.  101.],[902.  87. 141. 535. 224. 149.  14. 187. 300.   0.  16.   4.  40. 196.  40. 678. 445.   0. 262. 315.  40.  25.],22,70,600,1,64,1,resnet,kfold,"LF,LW,ST,RW,RF",22labels
2,0.39919011082693945,0.39755016250924813,0.18247450418259417,0.39919011082693945,0.22008122819246695,[3868.  298.  540. 1415.  726.  802.   44.  570. 1361.   62.   80.   89.  283. 1173.  205. 2092. 1868.    9.  717. 1537.  234.  117.],[ 534.   48.   79.  492.  349.  189.    7.  137.  233.    0.  387.   10.   20.   85.   69. 1362.  318.    4.  184.  149.   27.    9.],22,70,600,1,64,2,resnet,kfold,"LF,LW,ST,RW,RF",22labels
3,0.3090948556544389,0.2915172445209909,0.16144941822690193,0.3090948556544389,0.17116769201434553,[3424.  284.  524. 1599. 1020.  666.   42.  671. 1101.    0.  459.   65.  202.  865.  217. 3066. 1693.    9.  745. 1236.  175.  112.],[978.  62.  95. 308.  55. 325.   9.  36. 493.  62.   8.  34. 101. 393.  57. 388. 493.   4. 156. 450.  86.  14.],22,70,600,1,64,3,resnet,kfold,"LF,LW,ST,RW,RF",22labels
4,0.3613963039014374,0.3229733741523044,0.1680843182005547,0.3613963039014374,0.18165137837910783,[3326.  247.  363. 1682.  757.  806.   34.  461. 1386.   62.  411.   94.  248.  889.  209. 2699. 1549.   13.  725. 1215.  183.   66.],[1076.   99.  256.  225.  318.  185.   17.  246.  208.    0.   56.    5.   55.  369.   65.  755.  637.    0.  176.  471.   78.   60.],22,70,600,1,64,4,resnet,kfold,"LF,LW,ST,RW,RF",22labels
0,0.38488372093023254,0.3761433972716573,0.19169231419043323,0.38488372093023254,0.19506373425003617,[3474.  557.  288. 1668.  885.  881.   47.  610. 1319.   62.  459.   53.  208. 1076.  226. 3134. 1844.    8. 1439.  770.  234.  100.],[928.  62.  58. 239. 190. 110.   4.  97. 275.   0.   8.  46.  95. 182.  48. 320. 342.   5. 247. 131.  27.  26.],22,70,600,1,64,0,resnet,lro,"LF,LW,ST,RW,RF",22labels
1,0.28174765210289915,0.262684161970038,0.13467306248592614,0.28174765210289915,0.15423386693925886,[3410.  499.  283. 1499.  893.  809.   49.  642. 1083.    0.  458.   90.  242.  965.  179. 2904. 1636.   10. 1226.  726.  174.  107.],[992. 120.  63. 408. 182. 182.   2.  65. 511.  62.   9.   9.  61. 293.  95. 550. 550.   3. 460. 175.  87.  19.],22,70,600,1,64,1,resnet,lro,"LF,LW,ST,RW,RF",22labels
2,0.47516679021497404,0.4654458184043946,0.23279207456466483,0.47516679021497404,0.2543067291685018,[3907.  544.  288. 1327.  867.  796.   49.  588. 1301.   62.  306.   92.  303. 1184.  256. 2440. 1915.    9. 1466.  679.  235.  121.],[ 495.   75.   58.  580.  208.  195.    2.  119.  293.    0.  161.    7.    0.   74.   18. 1014.  271.    4.  220.  222.   26.    5.],22,70,600,1,64,2,resnet,lro,"LF,LW,ST,RW,RF",22labels
3,0.4013690105787181,0.3793359257687459,0.21261265074639643,0.4013690105787181,0.24267333029288893,[3580.  477.  257. 1684.  877.  734.   33.  474. 1341.   62.  249.   66.  194.  983.  220. 2497. 1778.   12. 1389.  752.  192.  110.],[822. 142.  89. 223. 198. 257.  18. 233. 253.   0. 218.  33. 109. 275.  54. 957. 408.   1. 297. 149.  69.  16.],22,70,600,1,64,3,resnet,lro,"LF,LW,ST,RW,RF",22labels
4,0.3317790530846485,0.3000083785846082,0.15935467469080697,0.3317790530846485,0.1889198702611305,[3237.  399.  268. 1450.  778.  744.   26.  514. 1332.   62.  396.   95.  265.  824.  215. 2841. 1571.   13. 1224.  677.  209.   66.],[1165.  220.   78.  457.  297.  247.   25.  193.  262.    0.   71.    4.   38.  434.   59.  613.  615.    0.  462.  224.   52.   60.],22,70,600,1,64,4,resnet,lro,"LF,LW,ST,RW,RF",22labels
0,0.36361641430765856,0.34763459215176407,0.18739984031964918,0.36361641430765856,0.20541963925926096,[3280.  276.  496. 1665.  894.  883.   44.  521. 1073.   62.  454.   41.  201. 1108.  223. 3013. 1640.    6. 1335.  719.  190.  101.],[1122.   70.  123.  242.  181.  108.    7.  186.  521.    0.   13.   58.  102.  150.   51.  441.  546.    7.  351.  182.   71.   25.],22,70,600,1,64,0,resnet,lwo,"LF,LW,ST,RW,RF",22labels
1,0.27978933508887427,0.28092002420633144,0.1548791172203483,0.27978933508887427,0.1635184052618358,[3685.  301.  545. 1395.  850.  784.   51.  642. 1236.    0.  459.   69.  260. 1009.  180. 2479. 1884.   10. 1360.  723.  185.  118.],[717.  45.  74. 512. 225. 207.   0.  65. 358.  62.   8.  30.  43. 249.  94. 975. 302.   3. 326. 178.  76.   8.],22,70,600,1,64,1,resnet,lwo,"LF,LW,ST,RW,RF",22labels
2,0.35996488147497807,0.35294116908590917,0.18912672186305393,0.35996488147497807,0.20459117901225962,[3581.  277.  535. 1524.  789.  706.   38.  559. 1322.   62.   93.   96.  219. 1040.  235. 2676. 1892.   11. 1490.  730.  245.  106.],[821.  69.  84. 383. 286. 285.  13. 148. 272.   0. 374.   3.  84. 218.  39. 778. 294.   2. 196. 171.  16.  20.],22,70,600,1,64,2,resnet,lwo,"LF,LW,ST,RW,RF",22labels
3,0.36633011413520633,0.37171579825593276,0.18910694444996376,0.36633011413520633,0.19484449921374142,[3656.  235.  500. 1518.  806.  719.   29.  453. 1415.   62.  452.   96.  248. 1030.  217. 2568. 1850.   12. 1371.  681.  204.  104.],[746. 111. 119. 389. 269. 272.  22. 254. 179.   0.  15.   3.  55. 228.  57. 886. 336.   1. 315. 220.  57.  22.],22,70,600,1,64,3,resnet,lwo,"LF,LW,ST,RW,RF",22labels
4,0.30970149253731344,0.2974531903745942,0.1737621052681282,0.30970149253731344,0.2035357321381063,[3406.  295.  400. 1526.  961.  872.   42.  653. 1330.   62.  410.   94.  284.  845.  241. 3080. 1478.   13. 1188.  751.  220.   75.],[996.  51. 219. 381. 114. 119.   9.  54. 264.   0.  57.   5.  19. 413.  33. 374. 708.   0. 498. 150.  41.  51.],22,70,600,1,64,4,resnet,lwo,"LF,LW,ST,RW,RF",22labels
0,0.22143864598025387,0.2339382725327236,0.10727066330334563,0.22143864598025387,0.11216430594556157,[  13. 1854. 1569. 1361.  651.  102. 3765.  189.  258.   46.   62.  775.  862. 2698.  295.   99. 1193.  789. 1476.  312.  303.  565.],[  0. 332. 117. 233.  56.  24. 637.  85.   3.   5.   0. 300. 129. 756.   8.   0.  65. 112. 431.  34. 164.  54.],22,14,600,1,64,0,resnet,kfold,LF,22labels
1,0.21074865055151373,0.19079279559618373,0.07847067221701425,0.21074865055151373,0.08310966370528962,[   8. 1853. 1388. 1129.  593.  122. 3810.  266.  179.   45.    0.  855.  802. 2614.  241.   62. 1084.  681. 1523.  288.  462.  516.],[  5. 333. 298. 465. 114.   4. 592.   8.  82.   6.  62. 220. 189. 840.  62.  37. 174. 220. 384.  58.   5. 103.],22,14,600,1,64,1,resnet,kfold,LF,22labels
2,0.25391148860080465,0.22274382760055175,0.12080415085850735,0.25391148860080465,0.13324826019729163,[  12. 1780. 1308. 1211.  501.  109. 3509.  195.  173.   36.   62.  919.  763. 3012.  250.   49.  982.  765. 1621.  278.  249.  524.],[  1. 406. 378. 383. 206.  17. 893.  79.  88.  15.   0. 156. 228. 442.  53.  50. 276. 136. 286.  68. 218.  95.],22,14,600,1,64,2,resnet,kfold,LF,22labels
3,0.17815420560747663,0.1607330053475466,0.06902137131239967,0.17815420560747663,0.07914509122387793,[   9. 1587. 1179. 1364.  534.   87. 3263.  222.  178.   44.   62.  860.  905. 2996.  179.   91.  907.  659. 1472.  230.  410.  408.],[   4.  599.  507.  230.  173.   39. 1139.   52.   83.    7.    0.  215.   86.  458.  124.    8.  351.  242.  435.  116.   57.  211.],22,14,600,1,64,3,resnet,kfold,LF,22labels
4,0.16697726425642936,0.14873613341800404,0.0696159094279539,0.16697726425642936,0.07867685632761214,[  10. 1670. 1300. 1311.  549.   84. 3261.  224.  256.   33.   62.  891.  632. 2496.  247.   95.  866.  710. 1536.  276.  444.  463.],[   3.  516.  386.  283.  158.   42. 1141.   50.    5.   18.    0.  184.  359.  958.   56.    4.  392.  191.  371.   70.   23.  156.],22,14,600,1,64,4,resnet,kfold,LF,22labels
0,0.16666666666666666,0.1696836368548603,0.07741020579764278,0.16666666666666666,0.09600379537413282,[   8. 1740. 1409. 1350.  520.  111. 3699.  248.  222.   44.   62.  940.  949. 2880.   94.  263. 1160.  728. 1791.  288.  459.  505.],[  5. 446. 277. 244. 187.  15. 703.  26.  39.   7.   0. 135.  42. 574.   5.  40.  98. 173. 116.  58.   8. 114.],22,14,600,1,64,0,resnet,lro,LF,22labels
1,0.25387469984719496,0.23300018534198155,0.12931517785474628,0.25387469984719496,0.1470997049339927,[   9. 1906. 1541. 1032.  653.  103. 3543.  160.  197.   49.   62.  774.  824. 2766.   53.  233. 1118.  759. 1264.  293.  303.  559.],[  4. 280. 145. 562.  54.  23. 859. 114.  64.   2.   0. 301. 167. 688.  46.  70. 140. 142. 643.  53. 164.  60.],22,14,600,1,64,1,resnet,lro,LF,22labels
